"","Group","Description","District","Date","Year","Month","Day.of.Week","Hour","Street"
"6439","Warrant Arrests","WARRANT ARREST","D4","2016-12-28",2016,12,"Wednesday",17,"W SPRINGFIELD ST"
"6440","Simple Assault","ASSAULT SIMPLE - BATTERY","D4","2016-12-28",2016,12,"Wednesday",15,"WASHINGTON ST"
"6441","Larceny","LARCENY SHOPLIFTING","D4","2016-12-28",2016,12,"Wednesday",16,"BOYLSTON ST"
"6442","Simple Assault","ASSAULT SIMPLE - BATTERY","B3","2016-12-28",2016,12,"Wednesday",16,"BLUE HILL AVE"
"6443","Aggravated Assault","ASSAULT - AGGRAVATED","A15","2016-12-28",2016,12,"Wednesday",13,"WARREN ST"
"6444","Other","THREATS TO DO BODILY HARM","A15","2016-12-28",2016,12,"Wednesday",13,"WARREN ST"
"6445","Investigate Property","INVESTIGATE PROPERTY","A15","2016-12-28",2016,12,"Wednesday",15,"ARMORY ST"
"6446","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","C11","2016-12-28",2016,12,"Wednesday",15,"DORCHESTER AVE"
"6447","Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","C6","2016-12-28",2016,12,"Wednesday",15,"W SEVENTH ST"
"6448","Towed","TOWED MOTOR VEHICLE","D4","2016-12-28",2016,12,"Wednesday",14,"E SPRINGFIELD ST"
"6449","Auto Theft","AUTO THEFT","E18","2016-12-25",2016,12,"Sunday",0,"WOODGLEN RD"
"6450","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","C11","2016-12-28",2016,12,"Wednesday",14,"VICTORY RD"
"6451","Larceny","LARCENY ALL OTHERS","C11","2016-12-28",2016,12,"Wednesday",15,"PERCIVAL ST"
"6452","Investigate Property","INVESTIGATE PROPERTY","D4","2016-12-28",2016,12,"Wednesday",5,"GRAY ST"
"6453","Fraud","FRAUD - FALSE PRETENSE / SCHEME","A7","2016-12-28",2016,12,"Wednesday",12,"W EAGLE ST"
"6454","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","C6","2016-12-20",2016,12,"Tuesday",8,"DORCHESTER ST"
"6455","Aggravated Assault","ASSAULT - AGGRAVATED","D4","2016-12-28",2016,12,"Wednesday",14,"ALBANY ST"
"6456","Verbal Disputes","VERBAL DISPUTE","C11","2016-12-28",2016,12,"Wednesday",14,"MALLON RD"
"6457","Verbal Disputes","VERBAL DISPUTE","B3","2016-12-28",2016,12,"Wednesday",14,"THETFORD AVE"
"6458","Missing Person Reported","MISSING PERSON","D4","2016-12-28",2016,12,"Wednesday",14,"HARRISON AVE"
"6459","Missing Person Located","MISSING PERSON - LOCATED","D4","2016-12-28",2016,12,"Wednesday",14,"HARRISON AVE"
"6460","Harassment","HARASSMENT","B3","2016-12-28",2016,12,"Wednesday",14,"LORNE ST"
"6461","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","A1","2016-12-28",2016,12,"Wednesday",13,"HANOVER ST"
"6462","Residential Burglary","BURGLARY - RESIDENTIAL - NO FORCE","B2","2016-12-28",2016,12,"Wednesday",12,"GEORGE ST"
"6463","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","C11","2016-12-23",2016,12,"Friday",3,"CUSHING AVE"
"6464","Fraud","FRAUD - FALSE PRETENSE / SCHEME","D14","2016-12-28",2016,12,"Wednesday",14,"TREMONT ST"
"6465","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","D4","2016-12-28",2016,12,"Wednesday",12,"BOYLSTON ST"
"6466","Larceny","LARCENY ALL OTHERS","D4","2016-12-14",2016,12,"Wednesday",18,"BOYLSTON ST"
"6467","Towed","TOWED MOTOR VEHICLE","E18","2016-12-28",2016,12,"Wednesday",13,"JOYCE RD"
"6468","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B3","2016-12-28",2016,12,"Wednesday",13,"SPENCER ST"
"6469","Auto Theft","AUTO THEFT","B3","2016-12-28",2016,12,"Wednesday",13,"SPENCER ST"
"6470","Fraud","FRAUD - FALSE PRETENSE / SCHEME","E5","2016-04-01",2016,4,"Friday",12,"MONTCLAIR AVE"
"6471","Investigate Person","INVESTIGATE PERSON","E5","2016-04-01",2016,4,"Friday",12,"MONTCLAIR AVE"
"6472","Verbal Disputes","VERBAL DISPUTE","B2","2016-12-28",2016,12,"Wednesday",11,"MARCELLA ST"
"6473","Counterfeiting","FORGERY / COUNTERFEITING","D4","2016-12-12",2016,12,"Monday",0,"SAINT STEPHEN ST"
"6474","Verbal Disputes","VERBAL DISPUTE","C11","2016-12-28",2016,12,"Wednesday",12,"SAWYER AVE"
"6475","Other","THREATS TO DO BODILY HARM","C11","2016-12-28",2016,12,"Wednesday",12,"WALDECK ST"
"6476","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","A1","2016-12-28",2016,12,"Wednesday",13,"CITY HALL PLZ"
"6477","Vandalism","VANDALISM","D14","2016-12-28",2016,12,"Wednesday",11,"LINDEN ST"
"6478","Larceny","LARCENY ALL OTHERS","C11","2016-12-07",2016,12,"Wednesday",15,"MINOT ST"
"6479","Towed","TOWED MOTOR VEHICLE","B2","2016-12-28",2016,12,"Wednesday",12,"WARREN ST"
"6480","Other","VAL - VIOLATION OF AUTO LAW - OTHER","B2","2016-12-28",2016,12,"Wednesday",12,"WARREN ST"
"6481","Verbal Disputes","VERBAL DISPUTE","B2","2016-12-28",2016,12,"Wednesday",13,"HOWARD AVE"
"6482","Vandalism","VANDALISM","E5","2016-12-28",2016,12,"Wednesday",11,"VFW PKWY"
"6483","Property Lost","PROPERTY - LOST","E5","2016-12-10",2016,12,"Saturday",21,"BELLE AVE"
"6484","Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","B3","2016-12-28",2016,12,"Wednesday",13,"BLUE HILL AVE"
"6485","Motor Vehicle Accident Response","M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY","B2","2016-12-28",2016,12,"Wednesday",13,"MAGAZINE ST"
"6486","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","D4","2016-12-28",2016,12,"Wednesday",12,"BOYLSTON ST"
"6487","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","E13","2016-12-28",2016,12,"Wednesday",12,"BURROUGHS PL"
"6488","Other","THREATS TO DO BODILY HARM","A15","2016-12-28",2016,12,"Wednesday",12,"BUNKER HILL ST"
"6489","Investigate Property","INVESTIGATE PROPERTY","C11","2016-12-24",2016,12,"Saturday",19,"CHEVERUS RD"
"6490","Investigate Property","INVESTIGATE PROPERTY","D14","2016-12-28",2016,12,"Wednesday",11,"WAVERLY ST"
"6491","Investigate Person","INVESTIGATE PERSON","E18","2016-12-28",2016,12,"Wednesday",12,"WOOD AVE"
"6492","Confidence Games","FRAUD - CREDIT CARD / ATM FRAUD","D4","2016-12-22",2016,12,"Thursday",12,"COLUMBUS AVE"
"6493","Other","THREATS TO DO BODILY HARM","B2","2016-12-10",2016,12,"Saturday",9,"COLUMBIA RD"
"6494","Larceny","LARCENY SHOPLIFTING","D14","2016-12-28",2016,12,"Wednesday",12,"COMMONWEALTH AVE"
"6495","Simple Assault","ASSAULT SIMPLE - BATTERY","D14","2016-12-28",2016,12,"Wednesday",12,"COMMONWEALTH AVE"
"6496","Larceny From Motor Vehicle","LARCENY THEFT OF MV PARTS & ACCESSORIES","B2","2016-12-28",2016,12,"Wednesday",11,"WAYLAND ST"
"6497","Property Related Damage","PROPERTY - ACCIDENTAL DAMAGE","C11","2016-12-28",2016,12,"Wednesday",12,"FREEPORT ST"
"6498","Harassment","HARASSMENT","D14","2016-06-15",2016,6,"Wednesday",15,"BRAINERD RD"
"6499","Verbal Disputes","VERBAL DISPUTE","B3","2016-12-28",2016,12,"Wednesday",11,"FOWLER ST"
"6500","Investigate Person","INVESTIGATE PERSON","A7","2016-12-28",2016,12,"Wednesday",11,"PARIS ST"
"6501","Fraud","FRAUD - IMPERSONATION","D4","2016-12-28",2016,12,"Wednesday",12,"BEACON ST"
"6502","Fraud","FRAUD - FALSE PRETENSE / SCHEME","B2","2016-12-27",2016,12,"Tuesday",19,"WABON ST"
"6503","Confidence Games","FRAUD - CREDIT CARD / ATM FRAUD","B3","2016-12-28",2016,12,"Wednesday",12,"WILCOCK ST"
"6504","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","C11","2016-12-27",2016,12,"Tuesday",21,"CARSON ST"
"6505","Disorderly Conduct","DISTURBING THE PEACE","E13","2016-12-28",2016,12,"Wednesday",11,"BOYLSTON ST"
"6506","Recovered Stolen Property","STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING","E13","2016-12-28",2016,12,"Wednesday",11,"BOYLSTON ST"
"6507","Other","OTHER OFFENSE","E13","2016-12-28",2016,12,"Wednesday",11,"BOYLSTON ST"
"6508","Larceny","LARCENY SHOPLIFTING","D4","2016-12-28",2016,12,"Wednesday",11,"BOYLSTON ST"
"6509","Larceny","LARCENY ALL OTHERS","D4","2016-12-28",2016,12,"Wednesday",11,"BOYLSTON ST"
"6510","Property Lost","PROPERTY - LOST","C6","2016-08-17",2016,8,"Wednesday",16,"DRY DOCK AVE"
"6511","Larceny","LARCENY ALL OTHERS","C11","2016-12-28",2016,12,"Wednesday",11,"DORCHESTER AVE"
"6512","Other","VIOLATION - CITY ORDINANCE CONSTRUCTION PERMIT","A1","2016-12-28",2016,12,"Wednesday",9,"HANOVER ST"
"6513","Firearm Violations","WEAPON - FIREARM - CARRYING / POSSESSING, ETC","C11","2016-12-28",2016,12,"Wednesday",11,"ARCADIA ST"
"6514","Drug Violation","DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP","C11","2016-12-28",2016,12,"Wednesday",11,"ARCADIA ST"
"6515","Drug Violation","DRUGS - POSS CLASS B - COCAINE, ETC.","C11","2016-12-28",2016,12,"Wednesday",11,"ARCADIA ST"
"6516","Other","TRESPASSING","C11","2016-12-28",2016,12,"Wednesday",11,"ARCADIA ST"
"6517","Violations","VAL - OPERATING WITHOUT LICENSE","C11","2016-12-28",2016,12,"Wednesday",11,"ARCADIA ST"
"6518","Firearm Violations","WEAPON - FIREARM - OTHER VIOLATION","C11","2016-12-28",2016,12,"Wednesday",11,"ARCADIA ST"
"6519","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B2","2016-12-28",2016,12,"Wednesday",11,"DEARBORN ST"
"6520","Residential Burglary","BURGLARY - RESIDENTIAL - FORCE","E13","2016-12-28",2016,12,"Wednesday",10,"ROBESON ST"
"6521","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B2","2016-12-28",2016,12,"Wednesday",10,"DALE ST"
"6522","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","A15","2016-12-28",2016,12,"Wednesday",10,"TERMINAL ST"
"6523","Missing Person Located","MISSING PERSON - LOCATED","B2","2016-12-27",2016,12,"Tuesday",11,"CLIFFORD ST"
"6524","Investigate Person","INVESTIGATE PERSON","D14","2016-12-28",2016,12,"Wednesday",11,"WASHINGTON ST"
"6525","Auto Theft","AUTO THEFT - LEASED/RENTED VEHICLE","D4","2016-10-12",2016,10,"Wednesday",11,"SHAWMUT AVE"
"6526","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","E5","2016-12-27",2016,12,"Tuesday",22,"SALMAN ST"
"6527","Restraining Order Violations","VIOL. OF RESTRAINING ORDER W NO ARREST","E18","2016-12-28",2016,12,"Wednesday",10,"BURMAH ST"
"6528","Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","A15","2016-12-26",2016,12,"Monday",8,"MEDFORD ST"
"6529","Property Lost","PROPERTY - LOST","E13","2016-12-28",2016,12,"Wednesday",11,"WASHINGTON ST"
"6530","Auto Theft Recovery","RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON)","E18","2016-12-28",2016,12,"Wednesday",10,"RALWOOD RD"
"6531","Property Found","PROPERTY - FOUND","E13","2016-12-28",2016,12,"Wednesday",9,"WASHINGTON ST"
"6532","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","B3","2016-12-28",2016,12,"Wednesday",10,"GLEASON ST"
"6533","Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","E13","2016-12-28",2016,12,"Wednesday",10,"WILLIAMS ST"
"6534","Vandalism","VANDALISM","D4","2016-12-27",2016,12,"Tuesday",23,"CLARENDON ST"
"6535","Property Lost","PROPERTY - LOST","A1","2016-12-26",2016,12,"Monday",22,"TREMONT ST"
"6536","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","E18","2016-12-28",2016,12,"Wednesday",10,"WILLIAMS AVE"
"6537","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","E18","2016-12-15",2016,12,"Thursday",0,"WILLIAMS AVE"
"6538","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","E18","2016-12-19",2016,12,"Monday",10,"WILLIAMS AVE"
"6539","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","E18","2016-12-20",2016,12,"Tuesday",10,"WILLIAMS AVE"
"6540","Drug Violation","DRUGS - POSS CLASS A - HEROIN, ETC. ","D4","2016-12-28",2016,12,"Wednesday",17,"WASHINGTON ST"
"6541","Larceny From Motor Vehicle","LARCENY THEFT OF MV PARTS & ACCESSORIES","D4","2016-12-28",2016,12,"Wednesday",17,"WASHINGTON ST"
"6542","Warrant Arrests","WARRANT ARREST","D4","2016-12-28",2016,12,"Wednesday",17,"WASHINGTON ST"
"6543","Police Service Incidents","SERVICE TO OTHER PD INSIDE OF MA.","C11","2016-12-28",2016,12,"Wednesday",9,"DORCHESTER AVE"
"6544","Warrant Arrests","WARRANT ARREST","C11","2016-12-28",2016,12,"Wednesday",9,"DORCHESTER AVE"
"6545","Other","THREATS TO DO BODILY HARM","D4","2016-12-28",2016,12,"Wednesday",9,"NEWBURY ST"
"6546","Towed","TOWED MOTOR VEHICLE","D14","2016-12-28",2016,12,"Wednesday",9,"CUFFLIN ST"
"6547","Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","A7","2016-12-28",2016,12,"Wednesday",10,"WILLIAM F MCCLELLAN HWY"
"6548","Auto Theft","AUTO THEFT","A15","2016-12-27",2016,12,"Tuesday",21,"MONUMENT ST"
"6549","Violations","VAL - OPERATING W/O AUTHORIZATION LAWFUL","A15","2016-12-27",2016,12,"Tuesday",21,"MONUMENT ST"
"6550","Towed","TOWED MOTOR VEHICLE","D14","2016-12-28",2016,12,"Wednesday",9,"COMMONWEALTH AVE"
"6551","Property Found","PROPERTY - FOUND","B3","2016-12-28",2016,12,"Wednesday",9,"CAPEN ST"
"6552","Towed","TOWED MOTOR VEHICLE","A7","2016-12-28",2016,12,"Wednesday",8,"ORLEANS ST"
"6553","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","C6","2016-12-28",2016,12,"Wednesday",8,"OLD COLONY AVE"
"6554","Harassment","HARASSMENT","E18","2016-12-28",2016,12,"Wednesday",9,"RICHMERE RD"
"6555","Simple Assault","ASSAULT SIMPLE - BATTERY","E13","2016-12-28",2016,12,"Wednesday",8,"FORBES ST"
"6556","Towed","TOWED MOTOR VEHICLE","D14","2016-12-28",2016,12,"Wednesday",8,"BELLVISTA RD"
"6557","Drug Violation","DRUGS - POSS CLASS B - COCAINE, ETC.","E13","2016-12-28",2016,12,"Wednesday",8,"ROYS ST"
"6558","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","A7","2016-12-28",2016,12,"Wednesday",8,"BREMEN ST"
"6559","Towed","TOWED MOTOR VEHICLE","A15","2016-12-28",2016,12,"Wednesday",7,"PEARL ST"
"6560","Vandalism","VANDALISM","B3","2016-12-28",2016,12,"Wednesday",8,"FAVRE ST"
"6561","License Plate Related Incidents","M/V PLATES - LOST","E18","2016-12-24",2016,12,"Saturday",10,"HYDE PARK AVE"
"6562","Simple Assault","ASSAULT SIMPLE - BATTERY","D4","2016-12-28",2016,12,"Wednesday",8,"ALBANY ST"
"6563","Other","TRESPASSING","C11","2016-12-28",2016,12,"Wednesday",8,"GALLIVAN BLVD"
"6564","Towed","TOWED MOTOR VEHICLE","E13","2016-12-28",2016,12,"Wednesday",8,"W WALNUT PARK"
"6565","Larceny From Motor Vehicle","LARCENY THEFT OF MV PARTS & ACCESSORIES","E18","2016-12-27",2016,12,"Tuesday",10,"HYDE PARK AVE"
"6566","Property Found","PROPERTY - FOUND","C11","2016-12-28",2016,12,"Wednesday",15,"GIBSON ST"
"6567","Fire Related Reports","FIRE REPORT - HOUSE, BUILDING, ETC.","D4","2016-12-28",2016,12,"Wednesday",8,"BOYLSTON ST"
"6568","Verbal Disputes","VERBAL DISPUTE","B2","2016-12-28",2016,12,"Wednesday",7,"SEAVER ST"
"6569","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","B2","2016-12-28",2016,12,"Wednesday",7,"SEAVER ST"
"6570","Towed","TOWED MOTOR VEHICLE","C6","2016-12-28",2016,12,"Wednesday",7,"OLD COLONY AVE"
"6571","Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","E13","2016-12-27",2016,12,"Tuesday",19,"FOREST HILLS ST"
"6572","Towed","TOWED MOTOR VEHICLE","C6","2016-12-28",2016,12,"Wednesday",7,"O ST"
"6573","Investigate Person","INVESTIGATE PERSON","D14","2016-12-28",2016,12,"Wednesday",8,"WASHINGTON ST"
"6574","Larceny","LARCENY ALL OTHERS","C6","2016-12-22",2016,12,"Thursday",13,"E FIFTH ST"
"6575","Simple Assault","ASSAULT SIMPLE - BATTERY","C11","2016-12-28",2016,12,"Wednesday",6,"DORCHESTER AVE"
"6576","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","D4","2016-12-28",2016,12,"Wednesday",6,"BERKELEY ST"
"6577","Verbal Disputes","VERBAL DISPUTE","C11","2016-12-28",2016,12,"Wednesday",6,"PEARL ST"
"6578","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","B2","2016-12-28",2016,12,"Wednesday",6,"REGENT ST"
"6579","Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","D4","2016-12-27",2016,12,"Tuesday",23,"CAZENOVE ST"
"6580","Verbal Disputes","VERBAL DISPUTE","B2","2016-12-28",2016,12,"Wednesday",5,"HOMESTEAD ST"
"6581","Investigate Property","INVESTIGATE PROPERTY","C11","2016-12-28",2016,12,"Wednesday",4,"WASHINGTON ST"
"6582","Verbal Disputes","VERBAL DISPUTE","B2","2016-12-28",2016,12,"Wednesday",4,"LEYLAND ST"
"6583","Other","TRESPASSING","A1","2016-12-28",2016,12,"Wednesday",3,"FRUIT ST"
"6584","License Violation","LICENSE PREMISE VIOLATION","A1","2016-12-28",2016,12,"Wednesday",2,"FANEUIL HALL MARKETPLACE"
"6585","Medical Assistance","SICK/INJURED/MEDICAL - POLICE","B3","2016-12-28",2016,12,"Wednesday",2,"TREMONT ST"
"6586","Harassment","HARASSMENT","C11","2016-12-28",2016,12,"Wednesday",2,"OLNEY ST"
"6587","Fire Related Reports","FIRE REPORT - CAR, BRUSH, ETC.","B3","2016-12-28",2016,12,"Wednesday",2,"BRADSHAW ST"
"6588","Investigate Person","INVESTIGATE PERSON","A1","2016-12-28",2016,12,"Wednesday",1,"TREMONT ST"
"6589","Other","VIOLATION - CITY ORDINANCE","C11","2016-12-28",2016,12,"Wednesday",1,"HOMES AVE"
"6590","Other","TRESPASSING","C6","2016-12-28",2016,12,"Wednesday",1,"G ST"
"6591","Robbery","ROBBERY - STREET","C11","2016-12-28",2016,12,"Wednesday",1,"LEEDSVILLE ST"
"6592","Verbal Disputes","VERBAL DISPUTE","B2","2016-12-28",2016,12,"Wednesday",1,"MCGREEVEY WAY"
"6593","Missing Person Reported","MISSING PERSON","C11","2016-12-28",2016,12,"Wednesday",1,"FENTON ST"
"6594","Missing Person Located","MISSING PERSON - LOCATED","C11","2016-12-28",2016,12,"Wednesday",1,"FENTON ST"
"6595","Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","D4","2016-12-28",2016,12,"Wednesday",1,"HUNTINGTON AVE"
"6596","Simple Assault","ASSAULT SIMPLE - BATTERY","D4","2016-12-28",2016,12,"Wednesday",1,"HUNTINGTON AVE"
"6597","Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","D4","2016-12-28",2016,12,"Wednesday",1,"BEACON ST"
"6598","Missing Person Located","MISSING PERSON - LOCATED","E5","2016-12-27",2016,12,"Tuesday",20,"MORRELL ST"
"6599","Missing Person Reported","MISSING PERSON","E5","2016-12-27",2016,12,"Tuesday",20,"MORRELL ST"
"6600","Investigate Person","INVESTIGATE PERSON","B2","2016-12-28",2016,12,"Wednesday",0,"WAYLAND ST"
"6601","Verbal Disputes","VERBAL DISPUTE","D14","2016-12-28",2016,12,"Wednesday",1,"SCOTTFIELD RD"
"6602","Verbal Disputes","VERBAL DISPUTE","C11","2016-12-27",2016,12,"Tuesday",23,"COLUMBIA RD"
"6603","Verbal Disputes","VERBAL DISPUTE","C6","2016-12-28",2016,12,"Wednesday",0,"VINTON ST"
"6604","Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","D4","2016-12-27",2016,12,"Tuesday",19,"COMMONWEALTH AVE"
"6605","Vandalism","VANDALISM","D4","2016-12-27",2016,12,"Tuesday",19,"COMMONWEALTH AVE"
"6606","Auto Theft","AUTO THEFT","B2","2016-12-28",2016,12,"Wednesday",0,"CASTLEGATE RD"
"6607","Auto Theft Recovery","RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON)","B2","2016-12-28",2016,12,"Wednesday",0,"CASTLEGATE RD"
"6608","Assembly or Gathering Violations","NOISY PARTY/RADIO-NO ARREST","D14","2016-12-27",2016,12,"Tuesday",23,"FIDELIS WAY"
"6609","License Violation","LICENSE PREMISE VIOLATION","A1","2016-12-28",2016,12,"Wednesday",0,"COMMERCIAL ST"
"6610","Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","C11","2016-12-28",2016,12,"Wednesday",0,"DORCHESTER AVE"
"6611","Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","D4","2016-12-27",2016,12,"Tuesday",21,"DALTON ST"
"6612","Property Found","PROPERTY - LOST THEN LOCATED","A1","2016-12-28",2016,12,"Wednesday",0,"TREMONT ST"
"6613","Warrant Arrests","WARRANT ARREST","D4","2016-12-28",2016,12,"Wednesday",0,"CLAREMONT ST"
"6614","Larceny","LARCENY SHOPLIFTING","D4","2016-12-28",2016,12,"Wednesday",0,"CLAREMONT ST"
"6615","Police Service Incidents","SERVICE TO OTHER PD INSIDE OF MA.","D4","2016-12-28",2016,12,"Wednesday",0,"CLAREMONT ST"
"6616","Verbal Disputes","VERBAL DISPUTE","C11","2016-12-28",2016,12,"Wednesday",0,"JOSEPHINE ST"
"6617","Investigate Person","INVESTIGATE PERSON","D14","2016-12-27",2016,12,"Tuesday",23,"MONTCALM AVE"
"6618","Investigate Property","INVESTIGATE PROPERTY","D4","2016-12-27",2016,12,"Tuesday",3,"MONTGOMERY ST"
"6619","Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","C11","2016-12-27",2016,12,"Tuesday",23,"GENEVA AVE"
"6620","Other","THREATS TO DO BODILY HARM","A15","2016-12-27",2016,12,"Tuesday",23,"DECATUR ST"
"6621","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","B3","2016-12-27",2016,12,"Tuesday",23,"GILMER ST"
"6622","Simple Assault","ASSAULT SIMPLE - BATTERY","D4","2016-12-27",2016,12,"Tuesday",22,"LANSDOWNE ST"
"6623","License Violation","LICENSE PREMISE VIOLATION","D4","2016-12-27",2016,12,"Tuesday",22,"LANSDOWNE ST"
"6624","Investigate Person","INVESTIGATE PERSON","E18","2016-12-27",2016,12,"Tuesday",22,"FAIRMOUNT AVE"
"6625","Property Found","PROPERTY - FOUND","C6","2016-12-27",2016,12,"Tuesday",21,"NEW SUDBURY ST"
"6626","Missing Person Reported","MISSING PERSON","A7","2016-12-27",2016,12,"Tuesday",11,"SUMNER ST"
"6627","Missing Person Located","MISSING PERSON - LOCATED","A7","2016-12-27",2016,12,"Tuesday",11,"SUMNER ST"
"6628","Larceny From Motor Vehicle","LARCENY THEFT OF MV PARTS & ACCESSORIES","E5","2016-12-25",2016,12,"Sunday",0,"POPLAR ST"
"6629","Verbal Disputes","VERBAL DISPUTE","C11","2016-12-27",2016,12,"Tuesday",22,"BOWDOIN ST"
"6630","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","D14","2016-12-27",2016,12,"Tuesday",20,"CAMBRIDGE ST"
"6631","Medical Assistance","SICK/INJURED/MEDICAL - PERSON","E18","2016-12-27",2016,12,"Tuesday",21,"FARRAR AVE"
"6632","Vandalism","VANDALISM","B2","2016-12-27",2016,12,"Tuesday",21,"HOMESTEAD ST"
"6633","Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B3","2016-12-27",2016,12,"Tuesday",19,"KERWIN ST"
"6634","Larceny From Motor Vehicle","LARCENY THEFT OF MV PARTS & ACCESSORIES","C11","2016-12-27",2016,12,"Tuesday",20,"BECKET ST"
"6635","Verbal Disputes","VERBAL DISPUTE","B2","2016-12-27",2016,12,"Tuesday",20,"MOUNT PLEASANT AVE"
"6636","Warrant Arrests","WARRANT ARREST","D14","2016-12-27",2016,12,"Tuesday",20,"CAMBRIDGE ST"
"6637","Larceny","LARCENY SHOPLIFTING","C6","2016-12-27",2016,12,"Tuesday",21,"MASSACHUSETTS AVE"
"6638","Verbal Disputes","VERBAL DISPUTE","B3","2016-12-27",2016,12,"Tuesday",20,"MASCOT ST"
"6639","Larceny","LARCENY ALL OTHERS","B2","2016-12-19",2016,12,"Monday",15,"HUTCHINGS ST"
